title,link,author,published_in
How to Become an Ancestor,https://www.lightspeedmagazine.com/fiction/how-to-become-an-ancestor/,Nicole D. Sconiers,July 2021
When You Die on the Radio,https://www.lightspeedmagazine.com/fiction/when-you-die-on-the-radio/,Adam R. Shannon,June 2021
Bones in It,https://www.lightspeedmagazine.com/fiction/bones-in-it/,Kristina Ten,May 2021
Wolf Tones,https://www.lightspeedmagazine.com/fiction/wolf-tones/,Sofia Samatar,June 2021
A Tableau of Things That Are,https://www.lightspeedmagazine.com/fiction/a-tableau-of-things-that-are/,Adam-Troy Castro,June 2021
Dead Men in Central City,https://www.lightspeedmagazine.com/fiction/dead-men-in-central-city/,Carrie Vaughn,May 2021
The Palace in the Moonlight,https://www.lightspeedmagazine.com/fiction/the-palace-in-the-moonlight/,Howard Andrew Jones,May 2021
An Invitation to a Burning,https://www.lightspeedmagazine.com/fiction/an-invitation-to-a-burning/,Kat Howard,May 2021
"Blood, Ash, Braids",https://www.lightspeedmagazine.com/fiction/blood-ash-braids/,Genevieve Valentine,Apr. 2021
The Giving One (Part 2),https://www.lightspeedmagazine.com/fiction/the-giving-one-part-2/,Ashok K. Banker,Apr. 2021
The Giving One (Part 1),https://www.lightspeedmagazine.com/fiction/the-giving-one-part-1/,Ashok K. Banker,Apr. 2021
The Justified,https://www.lightspeedmagazine.com/fiction/the-justified/,Ann Leckie,Apr. 2021
A Place for Hiding Precious Things,https://www.lightspeedmagazine.com/fiction/a-place-for-hiding-precious-things/,Amber Sparks,Mar. 2021
"Brightly, Undiminished",https://www.lightspeedmagazine.com/fiction/brightly-undiminished/,Sarah Grey,Mar. 2021
The Bear Prince,https://www.lightspeedmagazine.com/fiction/the-bear-prince/,P H Lee,Mar. 2021
Destinations of Beauty,https://www.lightspeedmagazine.com/fiction/destinations-of-beauty/,Alexander Weinstein,Feb. 2021
Olivia’s Table,https://www.lightspeedmagazine.com/fiction/olivias-table/,Alyssa Wong,Mar. 2021
The Memory of a Memory Is a Spirit,https://www.lightspeedmagazine.com/fiction/the-memory-of-a-memory-is-a-spirit/,A.T. Greenblatt,Feb. 2021
Small and Bright,https://www.lightspeedmagazine.com/fiction/small-and-bright/,Autumn Brown,Feb. 2021
Frost’s Boy,https://www.lightspeedmagazine.com/fiction/frosts-boy/,P H Lee,Jan. 2021
Church of Birds,https://www.lightspeedmagazine.com/fiction/church-of-birds/,Micah Dean Hicks,Feb. 2021
The Mushroom Queen,https://www.lightspeedmagazine.com/fiction/the-mushroom-queen/,Liz Ziemska,Jan. 2021
The Orange Tree,https://www.lightspeedmagazine.com/fiction/the-orange-tree/,Maria Dahvana Headley,Jan. 2021
Answering the Questions You Might Have About the Kharbat,https://www.lightspeedmagazine.com/fiction/answering-the-questions-you-might-have-about-the-kharbat/,Adam-Troy Castro,Jan. 2021
An Account of the Land of Witches,https://www.lightspeedmagazine.com/fiction/an-account-of-the-land-of-witches/,Sofia Samatar,Dec. 2020
The Salt Warrior,https://www.lightspeedmagazine.com/fiction/the-salt-warrior/,Kali Wallace,Dec. 2020
"Magnificent Maurice, or the Flowers of Immortality",https://www.lightspeedmagazine.com/fiction/magnificent-maurice-or-the-flowers-of-immortality/,Rati Mehrotra,Nov. 2020
Ah Been Buked,https://www.lightspeedmagazine.com/fiction/ah-been-buked/,Maurice Broaddus,Dec. 2020
The Lachrymist,https://www.lightspeedmagazine.com/fiction/the-lachrymist/,Kat Howard,Nov. 2020
Burn the Ships,https://www.lightspeedmagazine.com/fiction/burn-the-ships/,Alberto Yáñez,Nov. 2020
Le Cygne Baiseur,https://www.lightspeedmagazine.com/fiction/le-cygne-baiseur/,Molly Tanzer,Nov. 2020
Everquest,https://www.lightspeedmagazine.com/fiction/everquest/,Naomi Kanakia,Oct. 2020
The Virtue of Unfaithful Translations,https://www.lightspeedmagazine.com/fiction/the-virtue-of-unfaithful-translations/,Minsoo Kang,Oct. 2020
The Vampire of Kovácspéter,https://www.lightspeedmagazine.com/fiction/the-vampire-of-kovacspeter/,P H Lee,Oct. 2020
Entanglement,https://www.lightspeedmagazine.com/fiction/entanglement/,Bonnie Jo Stufflebeam,Sept. 2020
Forty Acres and a Mule,https://www.lightspeedmagazine.com/fiction/forty-acres-and-a-mule/,Stephanie Malia Morris,Oct. 2020
Persephone of the Crows,https://www.lightspeedmagazine.com/fiction/persephone-of-the-crows/,Karen Joy Fowler,Sept. 2020
Destinations of Waiting,https://www.lightspeedmagazine.com/fiction/destinations-of-waiting/,Alexander Weinstein,Sept. 2020
The Bone-Stag Walks,https://www.lightspeedmagazine.com/fiction/the-bone-stag-walks/,KT Bryski,Aug. 2020
Ann-of-Rags,https://www.lightspeedmagazine.com/fiction/ann-of-rags/,P H Lee,Dec. 2020
Moses,https://www.lightspeedmagazine.com/fiction/moses/,L.D. Lewis,Sept. 2020
The Huntsman and the Beast,https://www.lightspeedmagazine.com/fiction/the-huntsman-and-the-beast/,Carrie Vaughn,Aug. 2020
Miss Beulah’s Braiding and Life Change Salon,https://www.lightspeedmagazine.com/fiction/miss-beulahs-braiding-and-life-change-salon/,Eden Royce,Aug. 2020
"All These Guardians of Order and Clarity, None of Them Can Abide a Free Witch",https://www.lightspeedmagazine.com/fiction/all-these-guardians-of-order-and-clarity-none-of-them-can-abide-a-free-witch/,Benjamin Rosenbaum,Aug. 2020
Rosamojo,https://www.lightspeedmagazine.com/fiction/rosamojo/,Kiini Ibura Salaam,Jul. 2020
A Siege of Cranes,https://www.lightspeedmagazine.com/fiction/a-siege-of-cranes/,Benjamin Rosenbaum,Jul. 2020
Great Gerta and the Mermaid,https://www.lightspeedmagazine.com/fiction/great-gerta-and-the-mermaid/,Mari Ness,Jul. 2020
Baba Yaga and the Seven Hills,https://www.lightspeedmagazine.com/fiction/baba-yaga-and-the-seven-hills/,Kristina Ten,Jul. 2020
Refuge,https://www.lightspeedmagazine.com/fiction/refuge/,Ben Peek,Jun. 2020
What I Assume You Shall Assume,https://www.lightspeedmagazine.com/fiction/what-i-assume-you-shall-assume/,Ken Liu,Jun. 2020
Destinations of Love,https://www.lightspeedmagazine.com/fiction/destinations-of-love/,Alexander Weinstein,May 2020
Danaë,https://www.lightspeedmagazine.com/fiction/danae/,Megan Arkenberg,Jun. 2020
The Postictal State of Divine Love,https://www.lightspeedmagazine.com/fiction/the-postictal-state-of-divine-love/,Julianna Baggott,Jun. 2020
We Are Where the Nightmares Go,https://www.lightspeedmagazine.com/fiction/we-are-where-the-nightmares-go/,C. Robert Cargill,May 2020
The Fenghuang,https://www.lightspeedmagazine.com/fiction/the-fenghuang/,Millie Ho,May 2020
I Bury Myself,https://www.lightspeedmagazine.com/fiction/i-bury-myself/,Carmen Maria Machado,May 2020
The Time Traveler’s Advice to the Lovelorn,https://www.lightspeedmagazine.com/fiction/the-time-travelers-advice-to-the-lovelorn/,Adam-Troy Castro,May 2020
The Witch Speaks,https://www.lightspeedmagazine.com/fiction/the-witch-speaks/,Rati Mehrotra,Apr. 2020
Neversleeps,https://www.lightspeedmagazine.com/fiction/neversleeps/,Fred Van Lente,Apr. 2020
Glass Bottle Dancer,https://www.lightspeedmagazine.com/fiction/glass-bottle-dancer/,Celeste Rita Baker,Apr. 2020
Bow Down Before the Snail King!,https://www.lightspeedmagazine.com/fiction/bow-down-before-the-snail-king/,Caleb Wilson,Apr. 2020
The Mocking Tower,https://www.lightspeedmagazine.com/fiction/the-mocking-tower/,Daniel Abraham,Dec. 2019
Three Urban Folk Tales,https://www.lightspeedmagazine.com/fiction/three-urban-folk-tales/,Eric Schaller,Mar. 2020
Love and Marriage in the Hexasun Lands,https://www.lightspeedmagazine.com/fiction/love-and-marriage-in-the-hexasun-lands/,Tahmeed Shafiq,Mar. 2020
The Silent Familiar,https://www.lightspeedmagazine.com/fiction/eyes-like-sky-and-coal-and-moonlight/,Cat Rambo,Dec. 2019
End of the Sleeping Girls,https://www.lightspeedmagazine.com/fiction/end-of-the-sleeping-girls/,Molly Gutman,Dec. 2019
"The Path of Pins, the Path of Needles",https://www.lightspeedmagazine.com/fiction/the-path-of-pins-the-path-of-needles/,KT Bryski,Dec. 2019
The Hidden Girl,https://www.lightspeedmagazine.com/fiction/the-hidden-girl/,Ken Liu,Nov. 2019
Knee Deep in the Sea,https://www.lightspeedmagazine.com/fiction/knee-deep-in-the-sea/,Melissa Marr,Nov. 2019
A Country Called Winter,https://www.lightspeedmagazine.com/fiction/a-country-called-winter/,Theodora Goss,Nov. 2019
The Second-Last Client,https://www.lightspeedmagazine.com/fiction/the-second-last-client/,Yoon Ha Lee,Nov. 2019
"The Words of Our Enemies, the Words of Our Hearts",https://www.lightspeedmagazine.com/fiction/the-words-of-our-enemies-the-words-of-our-hearts/,Merc Fenn Wolfmoor,Oct. 2019
Windrose in Scarlet,https://www.lightspeedmagazine.com/fiction/windrose-in-scarlet/,Isabel Yap,Oct. 2019
Tend to Me,https://www.lightspeedmagazine.com/fiction/tend-to-me/,Kristina Ten,Mar. 2020
A Stranger at the Bochinche,https://www.lightspeedmagazine.com/fiction/a-stranger-at-the-bochinche/,Daniel José Older,Feb. 2020
"Viewer, Violator",https://www.lightspeedmagazine.com/fiction/viewer-violator/,Aimee Bender,Mar. 2020
Toxic Destinations,https://www.lightspeedmagazine.com/fiction/toxic-destinations/,Alexander Weinstein,Feb. 2020
A Statement in the Case,https://www.lightspeedmagazine.com/fiction/a-statement-in-the-case/,Theodora Goss,Feb. 2020
Noah’s Raven,https://www.lightspeedmagazine.com/fiction/noahs-raven/,Kij Johnson,Feb. 2020
Holiday,https://www.lightspeedmagazine.com/fiction/holiday/,M. Rickert,Jan. 2020
Fortune’s Final Hand,https://www.lightspeedmagazine.com/fiction/fortunes-final-hand/,Adam-Troy Castro,Jan. 2020
Destinations of Joy,https://www.lightspeedmagazine.com/fiction/destinations-of-joy/,Alexander Weinstein,Jan. 2020
Story Kit,https://www.lightspeedmagazine.com/fiction/story-kit/,Kij Johnson,Jan. 2020
«Légendaire.»,https://www.lightspeedmagazine.com/fiction/legendaire/,Kai Ashante Wilson,Oct. 2019
The Valley of Wounded Deer,https://www.lightspeedmagazine.com/fiction/the-valley-of-wounded-deer/,E. Lily Yu,Oct. 2019
Desire,https://www.lightspeedmagazine.com/fiction/desire/,Kiini Ibura Salaam,Sep. 2019
All In,https://www.lightspeedmagazine.com/fiction/all-in-rajan-khanna/,Rajan Khanna,Sep. 2019
Flight of the Crow Boys,https://www.lightspeedmagazine.com/fiction/flight-of-the-crow-boys/,Micah Dean Hicks,Sep. 2019
"A Bird, a Song, a Revolution",https://www.lightspeedmagazine.com/fiction/a-bird-a-song-a-revolution/,Brooke Bolander,Sep. 2019
The Rock Eaters,https://www.lightspeedmagazine.com/fiction/the-rock-eaters/,Brenda Peynado,Aug. 2019
Card Sharp,https://www.lightspeedmagazine.com/fiction/card-sharp/,Rajan Khanna,Aug. 2019
"A Leash of Foxes, Their Stories Like Barter",https://www.lightspeedmagazine.com/fiction/the-leash-of-foxes-their-stories-like-barter/,Cassandra Khaw,Aug. 2019
The Final Blow,https://www.lightspeedmagazine.com/fiction/the-final-blow/,Scott Sigler,Aug. 2019
"Ahura Yazda, the Great Extraordinary",https://www.lightspeedmagazine.com/fiction/ahura-yazda-the-great-extraordinary/,Senaa Ahmad,July 2019
Sand Castles,https://www.lightspeedmagazine.com/fiction/sand-castles/,Adam-Troy Castro,July 2019
Mother Carey’s Table,https://www.lightspeedmagazine.com/fiction/mother-careys-table/,J. Anderson Coats,July 2019
Song Beneath the City,https://www.lightspeedmagazine.com/fiction/song-beneath-the-city/,Micah Dean Hicks,July 2019
Unpublished Gay Cancer Survivor Memoir,https://www.lightspeedmagazine.com/fiction/unpublished-gay-cancer-survivor-memoir/,Caspian Gray,June 2019
The Weight of a Thousand Needles,https://www.lightspeedmagazine.com/fiction/the-weight-of-a-thousand-needles/,Isabel Cañas,June 2019
When Two Swordsmen Meet,https://www.lightspeedmagazine.com/fiction/when-two-swordsmen-meet/,Ellen Kushner,June 2019
An Advanced Readers’ Picture Book Of Comparative Cognition,https://www.lightspeedmagazine.com/fiction/an-advanced-readers-picture-book-of-comparative-cognition/,Ken Liu,June 2019
The Last Worders,https://www.lightspeedmagazine.com/fiction/the-last-worders/,Karen Joy Fowler,June 2019
"The Minor Superhero, at Home after His Series Ends",https://www.lightspeedmagazine.com/fiction/the-minor-superhero-at-home-after-his-series-ends/,Adam-Troy Castro,May 2019
The Portal,https://www.lightspeedmagazine.com/fiction/the-portal/,Debbie Urbanski,May 2019
The Convexity of Our Youth,https://www.lightspeedmagazine.com/fiction/the-convexity-of-our-youth/,Kurt Fawver,May 2019
The Ocean That Fades Into Sky,https://www.lightspeedmagazine.com/fiction/the-ocean-that-fades-into-sky/,Kathleen Kayembe,May 2019
A Conch-Shell’s Notes,https://www.lightspeedmagazine.com/fiction/a-conch-shells-notes/,Shweta Adhyam,Apr. 2019
The Lady of Shalott,https://www.lightspeedmagazine.com/fiction/the-lady-of-shalott/,Carrie Vaughn,Apr. 2019
Blur,https://www.lightspeedmagazine.com/fiction/blur/,Carmen Maria Machado,Apr. 2019
The Seeds of War,https://www.lightspeedmagazine.com/fiction/the-seeds-of-war/,Ashok K. Banker,Apr. 2019
Those Are Pearls,https://www.lightspeedmagazine.com/fiction/those-are-pearls/,Kat Howard,Mar. 2019
A Hundred Thousand Arrows,https://www.lightspeedmagazine.com/fiction/a-hundred-thousand-arrows/,Ashok K. Banker,Mar. 2019
Ambitious Boys Like You,https://www.lightspeedmagazine.com/fiction/ambitious-boys-like-you/,Richard Kadrey,Mar. 2019
Healing Benjamin,https://www.lightspeedmagazine.com/fiction/healing-benjamin/,Dennis Danvers,Feb. 2019
Self-Storage Starts with the Heart,https://www.lightspeedmagazine.com/fiction/self-storage-starts-with-the-heart/,Maria Romasco-Moore,Mar. 2019
"Ti-Jean’s Last Adventure, as Told to Raccoon",https://www.lightspeedmagazine.com/fiction/ti-jeans-last-adventure-as-told-to-raccoon/,KT Bryski,Feb. 2019
The Terrible Oath,https://www.lightspeedmagazine.com/fiction/terrible-oath/,Ashok K. Banker,Feb. 2019
The Perpetual Day,https://www.lightspeedmagazine.com/fiction/the-perpetual-day/,Crystal Koo,Feb. 2019
The Counsellor Crow,https://www.lightspeedmagazine.com/fiction/the-counsellor-crow/,Karen Lord,Dec. 2018
Endor House,https://www.lightspeedmagazine.com/fiction/endor-house/,Meg Elison,Jan. 2019
The Pilgrim and the Angel,https://www.lightspeedmagazine.com/fiction/the-pilgrim-and-the-angel/,E. Lily Yu,Jan. 2019
Son of Water and Fire,https://www.lightspeedmagazine.com/fiction/son-of-water-and-fire/,Ashok K. Banker,Jan. 2019
The Emerald Coat and Other Wishes,https://www.lightspeedmagazine.com/fiction/the-emerald-coat-and-other-wishes/,Emily B. Cataneo,Jan. 2019
Grandma Novak’s Famous Nut Roll,https://www.lightspeedmagazine.com/fiction/grandma-novaks-famous-nut-roll/,Shaenon K. Garrity,Dec. 2018
Of a Sweet Slow Dance in the Wake of Temporary Dogs,https://www.lightspeedmagazine.com/fiction/of-a-sweet-slow-dance-in-the-wake-of-temporary-dogs/,Adam-Troy Castro,Dec. 2018
A Love Story Written on Water,https://www.lightspeedmagazine.com/fiction/a-love-story-written-on-water/,Ashok K. Banker,Dec. 2018
Hapthorn’s Last Case,https://www.lightspeedmagazine.com/fiction/hapthorns-last-case/,Matthew Hughes,Nov. 2018
Meet Me in Iram,https://www.lightspeedmagazine.com/fiction/meet-me-in-iram/,Sofia Samatar,Nov. 2018
Other Worlds and This One,https://www.lightspeedmagazine.com/fiction/other-worlds-and-this-one/,Cadwell Turnbull,Nov. 2018
Queen Lily,https://www.lightspeedmagazine.com/fiction/queen-lily/,Theodora Goss,Nov. 2018
Ten Deals with the Indigo Snake,https://www.lightspeedmagazine.com/fiction/ten-deals-with-the-indigo-snake/,Mel Kassel,Oct. 2018
Super-Luminous Spiral,https://www.lightspeedmagazine.com/fiction/super-luminous-spiral/,Cameron Van Sant,Oct. 2018
The Dream Curator,https://www.lightspeedmagazine.com/fiction/the-dream-curator/,Alex Irvine,Oct. 2018
Castle Coeurlieu,https://www.lightspeedmagazine.com/fiction/castle-coeurlieu/,Naomi Novik,July 2018
Aberration,https://www.lightspeedmagazine.com/fiction/aberration/,Genevieve Valentine,July 2018
From the Root,https://www.lightspeedmagazine.com/fiction/from-the-root/,Emma Törzs,June 2018
"A Song of Home, the Organ Grinds",https://www.lightspeedmagazine.com/fiction/a-song-of-home-the-organ-grinds/,James Beamon,July 2018
The Carpenter and the Beast of Teeth,https://www.lightspeedmagazine.com/fiction/the-carpenter-and-the-beast-of-teeth/,Micah Dean Hicks,June 2018
The Diamond Girl,https://www.lightspeedmagazine.com/fiction/the-diamond-girl/,Courtney Bird,June 2018
The Quiltbag,https://www.lightspeedmagazine.com/fiction/the-quiltbag/,Ashok K. Banker,June 2018
His Artist Wife,https://www.lightspeedmagazine.com/fiction/his-artist-wife/,John Grant,May 2018
"You Pretend Like You Never Met Me, and I’ll Pretend Like I Never Met You",https://www.lightspeedmagazine.com/fiction/you-pretend-like-you-never-met-me-and-ill-pretend-like-i-never-met-you/,Maria Dahvana Headley,Sep. 2018
Our Side of the Door,https://www.lightspeedmagazine.com/fiction/our-side-of-the-door/,Kodiak Julian,May 2018
Kaleidoscope,https://www.lightspeedmagazine.com/fiction/kaleidoscope/,Silvia Moreno-Garcia,Oct. 2018
Night Journey of the Dragon-Horse,https://www.lightspeedmagazine.com/fiction/night-journey-of-the-dragon-horse/,Xia Jia,May 2018
The Coin of Heart’s Desire,https://www.lightspeedmagazine.com/fiction/the-coin-of-hearts-desire/,Yoon Ha Lee,Sep. 2018
Jump,https://www.lightspeedmagazine.com/fiction/jump/,Cadwell Turnbull,Sep. 2018
Here’s What I Know,https://www.lightspeedmagazine.com/fiction/heres-what-i-know/,Dennis Danvers,Aug. 2018
Abandonware,https://www.lightspeedmagazine.com/fiction/abandonware/,Genevieve Valentine,Sep. 2018
A Compendium of Architecture and the Science of Building,https://www.lightspeedmagazine.com/fiction/a-compendium-of-architecture-and-the-science-of-building/,Kate Elliott,Aug. 2018
"Scavenge, Rustic Hounds!",https://www.lightspeedmagazine.com/fiction/scavenge-rustic-hounds/,Manuel Gonzales,Aug. 2018
Treesong,https://www.lightspeedmagazine.com/fiction/treesong/,Sheree Renée Thomas,Aug. 2018
Godmeat,https://www.lightspeedmagazine.com/fiction/godmeat/,Martin Cahill,May 2018
Wild Bill’s Last Stand,https://www.lightspeedmagazine.com/fiction/wild-bills-last-stand/,Kyle Muntz,July 2018
Nitrate Nocturnes,https://www.lightspeedmagazine.com/fiction/nitrate-nocturnes/,Ruth Joffre,Apr. 2018
A Place Without Portals,https://www.lightspeedmagazine.com/fiction/place-without-portals/,Adam-Troy Castro,Apr. 2018
The Snow Train,https://www.lightspeedmagazine.com/fiction/the-snow-train/,Ken Liu,Apr. 2018
The Old Women Who Were Skinned,https://www.lightspeedmagazine.com/fiction/old-women-skinned/,Carmen Maria Machado,Apr. 2018
You Do Nothing But Freefall,https://www.lightspeedmagazine.com/fiction/you-do-nothing-but-freefall/,Cassandra Khaw,Mar. 2018
And Men Will Mine the Mountain for Our Souls,https://www.lightspeedmagazine.com/fiction/men-will-mine-mountain-souls/,Seanan McGuire,Mar. 2018
The Dreamers of Alamoi,https://www.lightspeedmagazine.com/fiction/the-dreamers-of-alamoi/,Jeremiah Tolbert,Mar. 2018
Al-Kahf (الكهف),https://www.lightspeedmagazine.com/fiction/al-kahf/,Beesan Odeh,Mar. 2018
One True Love,https://www.lightspeedmagazine.com/fiction/one-true-love/,Malinda Lo,Feb. 2018
A Coward’s Death,https://www.lightspeedmagazine.com/fiction/a-cowards-death/,Naomi Kanakia,Feb. 2018
The Court Magician,https://www.lightspeedmagazine.com/fiction/the-court-magician/,Sarah Pinsker,Jan. 2018
The Seventh Expression of the Robot General,https://www.lightspeedmagazine.com/fiction/seventh-expression-robot-general/,Jeffrey Ford,Feb. 2018
The Quiet Like a Homecoming,https://www.lightspeedmagazine.com/fiction/quiet-like-homecoming/,Cassandra Khaw,Feb. 2018
"The Substance of My Lives, the Accidents of Our Births",https://www.lightspeedmagazine.com/fiction/substance-lives-accidents-births/,José Pablo Iriarte,Jan. 2018
Divine Madness,https://www.lightspeedmagazine.com/fiction/divine-madness/,Roger Zelazny,Jan. 2018
Auburn,https://www.lightspeedmagazine.com/fiction/auburn/,Joanna Ruocco,Jan. 2018
You Will Never Know What Opens,https://www.lightspeedmagazine.com/fiction/will-never-know-opens/,Mari Ness,Dec. 2017
The Boatman’s Cure,https://www.lightspeedmagazine.com/fiction/the-boatmans-cure/,Sonya Taaffe,Dec. 2017
A Wedding Night’s Dream,https://www.lightspeedmagazine.com/fiction/wedding-nights-dream/,Tim Pratt,Dec. 2017
The House at the End of the Lane Is Dreaming,https://www.lightspeedmagazine.com/fiction/house-end-lane-dreaming/,Merc Fenn Wolfmoor,Dec. 2017
The Commission of The Philosophical Alembic,https://www.lightspeedmagazine.com/fiction/commission-philosophical-alembic/,Jonathan L. Howard,Nov. 2017
A Wound Like an Unplowed Field,https://www.lightspeedmagazine.com/fiction/wound-like-unplowed-field/,Max Wynne,Nov. 2017
The Day the Wizards Came,https://www.lightspeedmagazine.com/fiction/day-wizards-came/,Rachel Swirsky,Nov. 2017
The Faerie Tree,https://www.lightspeedmagazine.com/fiction/the-faerie-tree/,Kathleen Kayembe,Nov. 2017
Becoming,https://www.lightspeedmagazine.com/fiction/becoming/,Rachel Swirsky,Oct. 2017
The Dragon of Dread Peak (Part 2),https://www.lightspeedmagazine.com/fiction/dragon-dread-peak-part-2/,Jeremiah Tolbert,Oct. 2017
The Dragon of Dread Peak (Part 1),https://www.lightspeedmagazine.com/fiction/dragon-dread-peak-part-1/,Jeremiah Tolbert,Oct. 2017
The Tale of Mahliya and Mauhub and the White-Footed Gazelle,https://www.lightspeedmagazine.com/fiction/tale-mahliya-mauhub-white-footed-gazelle/,Sofia Samatar,Oct. 2017
Shoggoths in Traffic,https://www.lightspeedmagazine.com/fiction/shoggoths-in-traffic/,Tobias S. Buckell,Sept. 2017
Stitches,https://www.lightspeedmagazine.com/fiction/stitches/,A.G. Howard,July 2017
Substitutes,https://www.lightspeedmagazine.com/fiction/substitutes/,Ben Hoffman,June 2017
Crossing the Threshold,https://www.lightspeedmagazine.com/fiction/crossing-the-threshold/,Pat Murphy,June 2017
The Magical Properties of Unicorn Ivory,https://www.lightspeedmagazine.com/fiction/magical-properties-unicorn-ivory/,Carlos Hernandez,June 2017
Weialalaleia,https://www.lightspeedmagazine.com/fiction/weialalaleia/,Amal El-Mohtar,May 2017
World of the Three,https://www.lightspeedmagazine.com/fiction/world-of-the-three/,Shweta Narayan,June 2017
Paternity,https://www.lightspeedmagazine.com/fiction/paternity/,Greg Hrbek,May 2017
"James, In the Golden Sunlight of the Hereafter",https://www.lightspeedmagazine.com/fiction/james-golden-sunlight-hereafter/,Adam-Troy Castro,May 2017
"A Pound of Darkness, a Quarter of Dreams",https://www.lightspeedmagazine.com/fiction/pound-darkness-quarter-dreams/,Tony Ballantyne,Sept. 2017
Octopus vs. Bear,https://www.lightspeedmagazine.com/fiction/octopus-vs-bear/,Kendra Fortmeyer,May 2017
Maybe Look Up,https://www.lightspeedmagazine.com/fiction/maybe-look-up/,Jess Barber,Apr. 2017
The Magician’s Apprentice,https://www.lightspeedmagazine.com/fiction/the-magicians-apprentice/,Tamsyn Muir,Sept. 2017
A Citizen In Childhood’s Country,https://www.lightspeedmagazine.com/fiction/citizen-childhoods-country/,Seanan McGuire,Aug 2017
The Last Cheng Beng Gift,https://www.lightspeedmagazine.com/fiction/last-cheng-beng-gift/,Jaymee Goh,Sept. 2017
Ink,https://www.lightspeedmagazine.com/fiction/ink/,Bruce McAllister,Aug 2017
The Shining Hills,https://www.lightspeedmagazine.com/fiction/the-shining-hills/,Susan Palwick,Aug 2017
East of Eden and Just a Bit South,https://www.lightspeedmagazine.com/fiction/east-eden-just-bit-south/,Ken Scholes,Aug 2017
How to Find a Portal,https://www.lightspeedmagazine.com/fiction/how-to-find-a-portal/,Debbie Urbanski,July 2017
Acres of Perhaps,https://www.lightspeedmagazine.com/fiction/acres-of-perhaps/,Will Ludwigsen,July 2017
A Touch of Heart,https://www.lightspeedmagazine.com/fiction/a-touch-of-heart/,Alvaro Zinos-Amaro,July 2017
"Bookkeeper, Narrator, Gunslinger",https://www.lightspeedmagazine.com/fiction/bookkeeper-narrator-gunslinger/,Charles Yu,Apr. 2017
Remote Presence,https://www.lightspeedmagazine.com/fiction/remote-presence/,Susan Palwick,Apr. 2017
Familiaris,https://www.lightspeedmagazine.com/fiction/familiaris/,Genevieve Valentine,Apr. 2017
Soccer Fields and Frozen Lakes,https://www.lightspeedmagazine.com/fiction/soccer-fields-frozen-lakes/,Greg Kurzawa,Mar. 2017
La Peau Verte,https://www.lightspeedmagazine.com/fiction/la-peau-verte/,Caitlín R. Kiernan,Mar. 2017
The Stone Lover,https://www.lightspeedmagazine.com/fiction/the-stone-lover/,Marta Randall,Mar. 2017
The Debt of the Innocent,https://www.lightspeedmagazine.com/fiction/the-debt-of-the-innocent/,Rachel Swirsky,Mar. 2017
Phantom Pain,https://www.lightspeedmagazine.com/fiction/phantom-pain/,Eileen Gunn,Mar. 2017
The Elixir of Youth,https://www.lightspeedmagazine.com/fiction/the-elixir-of-youth/,Brian Stableford,Feb. 2017
Six-Gun Vixen and the Dead Coon Trashgang,https://www.lightspeedmagazine.com/fiction/six-gun-vixen-dead-coon-trashgang/,Ashok K. Banker,Feb. 2017
The Memorial Page,https://www.lightspeedmagazine.com/fiction/the-memorial-page/,K.J. Bishop,Feb. 2017
Probably Still the Chosen One,https://www.lightspeedmagazine.com/fiction/probably-still-chosen-one/,Kelly Barnhill,Feb. 2017
Nine,https://www.lightspeedmagazine.com/fiction/nine/,Kima Jones,Jan. 2017
The West Topeka Triangle,https://www.lightspeedmagazine.com/fiction/west-topeka-triangle/,Jeremiah Tolbert,Jan. 2017
Daddy Long Legs of the Evening,https://www.lightspeedmagazine.com/fiction/daddy-long-legs-evening/,Jeffrey Ford,Jan. 2017
Seven Salt Tears,https://www.lightspeedmagazine.com/fiction/seven-salt-tears/,Kat Howard,Jan. 2017
The Death of Paul Bunyan,https://www.lightspeedmagazine.com/fiction/death-paul-bunyan/,Charles Payseur,Dec. 2016
Daya and Dharma,https://www.lightspeedmagazine.com/fiction/daya-and-dharma/,Shweta Narayan,Dec. 2016
A Dirge for Prester John,https://www.lightspeedmagazine.com/fiction/dirge-prester-john/,Catherynne M. Valente,Nov. 2016
Every Day Is the Full Moon,https://www.lightspeedmagazine.com/fiction/every-day-full-moon/,Carlie St. George,Dec. 2016
The War Between the Water and the Road,https://www.lightspeedmagazine.com/fiction/war-water-road/,William Alexander,Dec. 2016
I’ve Come to Marry the Princess,https://www.lightspeedmagazine.com/fiction/ive-come-marry-princess/,Helena Bell,Nov. 2016
Shooting Gallery,https://www.lightspeedmagazine.com/fiction/shooting-gallery/,J.B. Park,Nov. 2016
Two Dead Men,https://www.lightspeedmagazine.com/fiction/two-dead-men/,Alex Jeffers,Nov. 2016
The Key to St. Medusa’s,https://www.lightspeedmagazine.com/fiction/key-st-medusas/,Kat Howard,Oct. 2016
October’s Son,https://www.lightspeedmagazine.com/fiction/octobers-son/,Will Kaufman,Oct. 2016
The Dragon’s Tears,https://www.lightspeedmagazine.com/fiction/the-dragons-tears/,Aliette de Bodard,Oct. 2016
The Cavern of the Screaming Eye,https://www.lightspeedmagazine.com/fiction/cavern-screaming-eye/,Jeremiah Tolbert,Oct. 2016
